case_number,lawsuit_url,documents_listed_count,documents_with_gcs_url
652125/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=S9jUVOGzP1kprhu_PLUS_FfySvw==&display=all&courtType=New York County Supreme Court&resultsPageNum=5,43,0
652178/2010,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=HXttla6wS7gIM2E/EWV7FA==&display=all&courtType=New York County Supreme Court&resultsPageNum=5,27,0
652974/2012,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=V_PLUS_qQ0fhbPj6WjNefsjm4zg==&display=all&courtType=New York County Supreme Court&resultsPageNum=5,73,0
653346/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=/FjI2p7kT6UUsnMv2QiugQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=5,2,0
653348/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=GN/2Thfr_PLUS_g1m9Syrkfk9Uw==&display=all&courtType=New York County Supreme Court&resultsPageNum=5,11,0
653824/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=lcCYlraC0Ry6FMz1essbQg==&display=all&courtType=New York County Supreme Court&resultsPageNum=5,99,0
655352/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=YutysULKbxEAjNKYJclpcQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=5,137,0
700113/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=PSADmihnR46J3PeWKu43gQ==&display=all&courtType=Queens County Supreme Court&resultsPageNum=5,212,0
700646/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=DUyziQznFbwoVdqu3b5Zcw==&display=all&courtType=Queens County Supreme Court&resultsPageNum=5,31,0
700977/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=QM1WqO9PObe41CgzlMUeVg==&display=all&courtType=Queens County Supreme Court&resultsPageNum=5,13,0
701655/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=d9G1W/VnNCSkpkxIhZYh0w==&display=all&courtType=Queens County Supreme Court&resultsPageNum=5,16,0
702394/2019,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=03ymb0xbr97UF69pzYaKmQ==&display=all&courtType=Queens County Supreme Court&resultsPageNum=6,41,0
705135/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=kaOlzrO/nARjomtsC34S1A==&display=all&courtType=Queens County Supreme Court&resultsPageNum=6,132,0
705307/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=YPnj/S_PLUS_hS86xNpHbtKYXSA==&display=all&courtType=Queens County Supreme Court&resultsPageNum=6,128,0
705570/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=ArBXaKG4_PLUS_V7e2oNbCMQcXg==&display=all&courtType=Queens County Supreme Court&resultsPageNum=6,11,0
706351/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=mGsjXC57/pVGMPg3UdnXyw==&display=all&courtType=Queens County Supreme Court&resultsPageNum=6,123,0
707041/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=gJ5ecOfj/MvgSCyMZLwWvw==&display=all&courtType=Queens County Supreme Court&resultsPageNum=6,44,0
707048/2016,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=6MkDJ9b81JqWfQPWh4z3jQ==&display=all&courtType=Queens County Supreme Court&resultsPageNum=6,34,0
708643/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=j9_PLUS_aoR9CxzCugavc7srUzw==&display=all&courtType=Queens County Supreme Court&resultsPageNum=6,11,0
709360/2020,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=84Il2UJLH3eXf0fp0kqaVQ==&display=all&courtType=Queens County Supreme Court&resultsPageNum=6,39,0
709663/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=/xWIUJPZUEySxFx3rUVUuA==&display=all&courtType=Queens County Supreme Court&resultsPageNum=6,16,0
710592/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=mzDzhddIA4h1iF_PLUS_S/KHK5Q==&display=all&courtType=Queens County Supreme Court&resultsPageNum=6,4,0
711547/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=olfl8YMQ4ORy39nOZOEeng==&display=all&courtType=Queens County Supreme Court&resultsPageNum=6,11,0
713860/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=dbnb5N3E_PLUS_r1VBssXJcyr6w==&display=all&courtType=Queens County Supreme Court&resultsPageNum=6,15,0
714083/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=pOljsp0LkUZ3xZXyIIrl3g==&display=all&courtType=Queens County Supreme Court&resultsPageNum=6,7,0
715114/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=c_PLUS_BA6IkCWoSkBEI4c94R_PLUS_A==&display=all&courtType=Queens County Supreme Court&resultsPageNum=6,18,0
716565/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=ArrzCWq2Rj1MCbfj_PLUS_Q2Xzw==&display=all&courtType=Queens County Supreme Court&resultsPageNum=6,28,0
716610/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=aF/pwmQBFkSWzopAXNTGEw==&display=all&courtType=Queens County Supreme Court&resultsPageNum=6,7,0
716775/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=wGAvsG4mYwhlvDyBDFBwlA==&display=all&courtType=Queens County Supreme Court&resultsPageNum=6,24,0
717153/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=dsv8fnYYJW6gkCOZn3cWgw==&display=all&courtType=Queens County Supreme Court&resultsPageNum=6,2,0
718558/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=tSfYST0VLVfR2Q8YuU9Zww==&display=all&courtType=Queens County Supreme Court&resultsPageNum=6,10,0
719603/2018,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=rWg88mh3U8v0amyy/e6WqQ==&display=all&courtType=Queens County Supreme Court&resultsPageNum=6,188,0
721966/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=QSJJhT_PLUS_FlkYwCL/Ro9JDOg==&display=all&courtType=Queens County Supreme Court&resultsPageNum=6,103,0
723053/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=UsnIemJCX_PLUS_KAP1asMXvl_PLUS_A==&display=all&courtType=Queens County Supreme Court&resultsPageNum=6,46,0
724697/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=jeL3gJAIpJ01qViQ9gpmaw==&display=all&courtType=Queens County Supreme Court&resultsPageNum=6,33,0
724896/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=/WY84UeVJpq6WyELrHUIRQ==&display=all&courtType=Queens County Supreme Court&resultsPageNum=6,70,0
724901/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=N_PLUS_EwOXyVhCicY2rCbZTSOg==&display=all&courtType=Queens County Supreme Court&resultsPageNum=7,5,0
725193/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=604mO3f0cVnaazS2vANmeA==&display=all&courtType=Queens County Supreme Court&resultsPageNum=7,54,0
726802/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=NpIcvBbXglFTdNcAo7hvbA==&display=all&courtType=Queens County Supreme Court&resultsPageNum=7,21,0
734391/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=9ZqhAb2F/wBwuYbG6o0vpQ==&display=all&courtType=Queens County Supreme Court&resultsPageNum=7,33,0
734745/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=DJzxf8an0_PLUS_t00G8bkqPpqQ==&display=all&courtType=Queens County Supreme Court&resultsPageNum=7,23,0
734757/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Bfbk3K4LguwL0Bnpx6Smgw==&display=all&courtType=Queens County Supreme Court&resultsPageNum=7,14,0
800757/2023E,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=YGYAjqj4vCynQerk7y/GSw==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=7,11,0
802212/2025E,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=kZIU8Ce6qQOW_PLUS_KQMLYWXlA==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=7,25,0
803811/2025E,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=yMKH1pT0yaJPZL5WT7PfcQ==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=7,40,0
804315/2024E,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=MYd/PVLn2ohd0utswMUrNg==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=7,79,0
805196/2024E,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=vOpnI9b8VovsO14xQfFwbA==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=7,20,0
805377/2024E,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Rf6/mt_PLUS_ZQHXNRCrUI7jKGw==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=7,21,0
805377/2026E,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=BvRI8x03uNppz29vmIIkYw==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=7,21,0
806142/2023E,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=vhzsT33IF3SSpxAYtmllaQ==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=7,7,0
806565/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=5VEgtRred3Ml2IkltkQYUQ==&display=all&courtType=Queens County Supreme Court&resultsPageNum=7,1,0
806651/2021,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=cSOqk9uLzR2IIRkG1VvOew==&display=all&courtType=Queens County Supreme Court&resultsPageNum=7,1,0
806676/2024,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=fh1fTE9odOMlvzw5wpwJ0g==&display=all&courtType=Queens County Supreme Court&resultsPageNum=7,1,0
806689/2022E,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=S0ISYQ783rNVJrasOdl7dw==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=7,176,0
807103/2026E,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=gahOYXJwdkRVPfit3YKcWQ==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=7,17,0
807122/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=AasnmiM7LzyDfQlSgv/z/Q==&display=all&courtType=Queens County Supreme Court&resultsPageNum=7,1,0
807144/2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=VWM51sIHnlP16MPu_PLUS_JmT1A==&display=all&courtType=Queens County Supreme Court&resultsPageNum=7,1,0
807212/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=DFUxHHuFU9ercV3oUUowkw==&display=all&courtType=Erie County Supreme Court&resultsPageNum=7,79,0
807253/2020,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=IN65xOXK_PLUS_CK3I0WXz/xa9A==&display=all&courtType=Queens County Supreme Court&resultsPageNum=7,1,0
807269/2023E,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Do7JYMaxAd0PAyuA7_PLUS_0mKQ==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=7,133,0
807714/2026E,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=4f21/fTLo3cXQHITQu0BgQ==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=7,11,0
809105/2024E,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=ap0Vc/V6UTf4Q_PLUS_DbW8BxIw==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=8,22,0
809408/2026E,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=O8LjKL/1hxx2ex923ukE7A==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=8,21,0
813391/2023E,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=_PLUS_Oj3zVboLC7LDgOpQggfAQ==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=8,86,0
814295/2024E,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=gS_PLUS__PLUS_3kyco6V1QKJqwNYaSA==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=8,18,0
814620/2026E,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=yrtSnj2BtjMw4AK/qnuB7g==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=8,7,0
815304/2023E,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=w7Sd5AHVUpNtktlLMDbU8g==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=8,66,0
816358/2025E,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=RMnXvxdUBXZXFZWDG7paqg==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=8,10,0
817615/2024E,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=ySoIjxUpCYmPrZ4SIoQj_PLUS_w==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=8,39,0
826714/2025E,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=9A6AkegRHkd8qhoEQjaPVg==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=8,17,0
904656-22,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=ODd74adhepqt9uaNbLYOkg==&display=all&courtType=Albany County Supreme Court&resultsPageNum=8,4,0
CA 25-01935,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=JgIFTzg9mdoLhbCmqvX0wA==&display=all&courtType=Appellate Division - 4th Dept&resultsPageNum=8,9,0
E2023015467,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=BXR3xAv/NkrpfyfwQRslHA==&display=all&courtType=Monroe County Supreme Court&resultsPageNum=8,51,0
E2024001234,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Knyza72QpFu04PCriiSy6Q==&display=all&courtType=Monroe County Supreme Court&resultsPageNum=8,10,0
E2025003863,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=N55P_PLUS_nZG0diUFwwIpk6qMg==&display=all&courtType=Monroe County Supreme Court&resultsPageNum=8,12,0
EF007197-2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=i1IJptbxXyBGagwnnBH_PLUS_sQ==&display=all&courtType=Orange County Supreme Court&resultsPageNum=8,3,0
EFCA2019-002904,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=iXwAB/dvwI7ekv0FPmY5_PLUS_w==&display=all&courtType=Oneida County Supreme Court&resultsPageNum=8,4,0
EFCA2019001886,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=v6OGGgD2jnvGAmfEgB_PLUS_Jwg==&display=all&courtType=Broome County Supreme Court&resultsPageNum=8,6,0
LT-308247-24/KI,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=MhxBAS13I2IACC9TAgjx5Q==&display=all&courtType=Kings County Civil Court - Landlord and Tenant Division&resultsPageNum=8,10,0
LT-326266-26/BX,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=S2FC5gPZb_PLUS_WwdmQIXMMyoQ==&display=all&courtType=Bronx County Civil Court - Landlord and Tenant Division&resultsPageNum=8,10,0
135958-2023,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=J4nyznWDHB79fD2ue/hijA==&display=all&courtType=Ontario County Supreme Court&resultsPageNum=1,12,0
523156/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=LDsh9z_PLUS_IyGZkxMKiFRTOzg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=1,3,0
031280/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=XXWJWsDqQs3nfwwBa50gZA==&display=all&courtType=Rockland County Supreme Court&resultsPageNum=1,47,0
090134/2010,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=DmP0U8IiuOxzzpoYtrdpGg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=1,2,0
090421/2010,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=JyNGu9vXyDbvBPtiRo1x6A==&display=all&courtType=Kings County Supreme Court&resultsPageNum=1,2,0
091157/2020,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=NX5hRthhY41q3D0GDFhFqQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=1,2,0
2020-08169,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Qtikm/v_PLUS_Lavxchb/2IYhLw==&display=all&courtType=Appellate Division - 2nd Dept&resultsPageNum=1,3,0
2025-00064627,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=PBMm77N7IqRqO66QegM3Tg==&display=all&courtType=Tioga County Supreme Court&resultsPageNum=1,24,0
20953/2020E,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=_PLUS_DK/LqIEqgdVIt1mC11Ryw==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=1,41,0
29377/2018E,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=oR1yZOh05HwFxk3z3/Ci0g==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=1,37,0
506680/2019,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=gNE6JJbG5nS226kUod4A3g==&display=all&courtType=Kings County Supreme Court&resultsPageNum=1,71,0
507484/2014,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=qANWxJS/W6VG6QjbUarTTg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=1,4,0
507577/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=m07eF5vCAtShMWuzoOPIUw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=1,30,0
514445/2017,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=c5r_PLUS_NsDZICHVLt32lOPQcQ==&display=all&courtType=Kings County Supreme Court&resultsPageNum=1,4,0
516211/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=FhZbFTIYS1aGXPIVm/b5Tg==&display=all&courtType=Kings County Supreme Court&resultsPageNum=1,12,0
518113/2018,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=wKq/_PLUS_4EwuBIn0heD47JQrw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=1,50,0
521017/2019,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=raC_PLUS_ZSEh2pvqZUOj_PLUS_Z1Blw==&display=all&courtType=Kings County Supreme Court&resultsPageNum=1,91,0
528127/2025,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Gq6khUn7V4oJx6pimEhI4g==&display=all&courtType=Kings County Supreme Court&resultsPageNum=1,22,0
605382/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=u5LsOSf7Ipy0La2YEcKCjQ==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=1,6,0
605703/2018,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=Pb04ShGXhvM3bl6QJjeryQ==&display=all&courtType=Suffolk County Supreme Court&resultsPageNum=1,3,0
611749/2020,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=P1LxPvZkSgAoBsRn0wG9jA==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=1,24,0
65109/2026,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=eVAhcqtnbjvgZMp6jGR8Ww==&display=all&courtType=Westchester County Supreme Court&resultsPageNum=1,6,0
706452/2018,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=RyFm0vcWHyYwo1vFisAjig==&display=all&courtType=Queens County Supreme Court&resultsPageNum=1,87,0
706941/2018,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=1fFFUj8/2kTq5CW2PW/6cw==&display=all&courtType=Queens County Supreme Court&resultsPageNum=1,26,0
706979/2017,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=GgKdshCWe72sCeLOHT7geQ==&display=all&courtType=Queens County Supreme Court&resultsPageNum=1,7,0
707494/2020,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=uHG_PLUS_erIzMOO8mjY8SFfp9A==&display=all&courtType=Queens County Supreme Court&resultsPageNum=1,30,0
707764/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=KlMX5HfH0gP0/LRzUpc5uA==&display=all&courtType=Queens County Supreme Court&resultsPageNum=1,13,0
710327/2021,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=pAhQbjWiCpJnEAciJp4I6A==&display=all&courtType=Queens County Supreme Court&resultsPageNum=2,36,0
710736/2022,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=7bPRKlSKPT1o6abn1VHauA==&display=all&courtType=Queens County Supreme Court&resultsPageNum=2,17,0
820786/2024E,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=y2VyJ_PLUS_iLrrQpZ1DKzWdK/Q==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=2,2,0
907882-22,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=_PLUS_Sf2jtJ4Lt2VAxemfmvtag==&display=all&courtType=Albany County Supreme Court&resultsPageNum=2,23,0
E2025008953,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=nmXLfF/LW9XQUzMYwz2DWw==&display=all&courtType=Monroe County Supreme Court&resultsPageNum=2,4,0
EF2021-0773,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=haJPpmvmSawZEXhbV65xHQ==&display=all&courtType=Tompkins County Supreme Court&resultsPageNum=2,14,0
LT-301736-20/QU,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=KszZLixXXG2Hog7ITJsqPQ==&display=all&courtType=Queens County Civil Court - Landlord and Tenant Division&resultsPageNum=2,8,0
