case,case_id,docket_id,case_docket_page_link,case_found_by_crawl,case_scraped_rows,case_docs_on_gcs,document_id,document_name,document_status,filed_create,filed_received,document_link,document_confirmation_link,sql_query
case_43852,003371/2019,4q7JZ6TCyUlPtEN3fc1Tng==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=4q7JZ6TCyUlPtEN3fc1Tng==&display=all&courtType=Onondaga County Supreme Court&resultsPageNum=1,1015,1015,999,1242094,LETTER / CORRESPONDENCE TO JUDGE,Processed,09/14/2020,09/14/2020,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=jspDlxKOg1yeOQQlP1jIyA==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=jspDlxKOg1yeOQQlP1jIyA==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '4q7JZ6TCyUlPtEN3fc1Tng==' ORDER BY id;"
case_43852,003371/2019,4q7JZ6TCyUlPtEN3fc1Tng==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=4q7JZ6TCyUlPtEN3fc1Tng==&display=all&courtType=Onondaga County Supreme Court&resultsPageNum=1,1015,1015,999,1242096,LETTER / CORRESPONDENCE TO JUDGE,Processed,09/14/2020,09/14/2020,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=sPbIIB_PLUS_NU44o7P5rfEcwaA==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=sPbIIB_PLUS_NU44o7P5rfEcwaA==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '4q7JZ6TCyUlPtEN3fc1Tng==' ORDER BY id;"
case_43852,003371/2019,4q7JZ6TCyUlPtEN3fc1Tng==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=4q7JZ6TCyUlPtEN3fc1Tng==&display=all&courtType=Onondaga County Supreme Court&resultsPageNum=1,1015,1015,999,1242100,AFFIDAVIT OR AFFIRMATION IN OPPOSITION TO MOTION,Processed,09/15/2020,09/15/2020,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=h/1VDL_PLUS_ciFIQC/mRPT2sBA==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=h/1VDL_PLUS_ciFIQC/mRPT2sBA==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '4q7JZ6TCyUlPtEN3fc1Tng==' ORDER BY id;"
case_43852,003371/2019,4q7JZ6TCyUlPtEN3fc1Tng==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=4q7JZ6TCyUlPtEN3fc1Tng==&display=all&courtType=Onondaga County Supreme Court&resultsPageNum=1,1015,1015,999,1242101,EXHIBIT(S),Processed,09/15/2020,09/15/2020,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=CwjTSpDBxtH9wx2H/Dp/kw==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=CwjTSpDBxtH9wx2H/Dp/kw==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '4q7JZ6TCyUlPtEN3fc1Tng==' ORDER BY id;"
case_43857,190146/2023,NO9Uo2ileamoD7zOLuyc/w==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=NO9Uo2ileamoD7zOLuyc/w==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,264,264,252,1242881,ANSWER,Processed,06/27/2023,06/27/2023,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=uiwlebMLXSLVMAeY3vLj8A==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=uiwlebMLXSLVMAeY3vLj8A==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'NO9Uo2ileamoD7zOLuyc/w==' ORDER BY id;"
case_43857,190146/2023,NO9Uo2ileamoD7zOLuyc/w==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=NO9Uo2ileamoD7zOLuyc/w==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,264,264,252,1242882,ANSWER,Processed,06/29/2023,06/29/2023,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=pK9dNvqogoUEcp0NDWIaeQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=pK9dNvqogoUEcp0NDWIaeQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'NO9Uo2ileamoD7zOLuyc/w==' ORDER BY id;"
case_43857,190146/2023,NO9Uo2ileamoD7zOLuyc/w==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=NO9Uo2ileamoD7zOLuyc/w==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,264,264,252,1242885,ANSWER,Processed,07/03/2023,07/03/2023,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=q2WE9ndNZBiUZKehLiNurA==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=q2WE9ndNZBiUZKehLiNurA==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'NO9Uo2ileamoD7zOLuyc/w==' ORDER BY id;"
case_43857,190146/2023,NO9Uo2ileamoD7zOLuyc/w==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=NO9Uo2ileamoD7zOLuyc/w==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,264,264,252,1242889,DEMAND FOR:,Processed,07/05/2023,07/05/2023,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=6n2hl5jYr8RnJr2w1V2kUQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=6n2hl5jYr8RnJr2w1V2kUQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'NO9Uo2ileamoD7zOLuyc/w==' ORDER BY id;"
case_43857,190146/2023,NO9Uo2ileamoD7zOLuyc/w==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=NO9Uo2ileamoD7zOLuyc/w==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,264,264,252,1242891,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,07/05/2023,07/05/2023,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=iswmO9eRo_PLUS_3KMxEcJdDj3w==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=iswmO9eRo_PLUS_3KMxEcJdDj3w==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'NO9Uo2ileamoD7zOLuyc/w==' ORDER BY id;"
case_43857,190146/2023,NO9Uo2ileamoD7zOLuyc/w==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=NO9Uo2ileamoD7zOLuyc/w==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,264,264,252,1242895,ANSWER,Processed,07/07/2023,07/07/2023,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=31JzBpD6zojvIIQGgN_PLUS_GyQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=31JzBpD6zojvIIQGgN_PLUS_GyQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'NO9Uo2ileamoD7zOLuyc/w==' ORDER BY id;"
case_43857,190146/2023,NO9Uo2ileamoD7zOLuyc/w==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=NO9Uo2ileamoD7zOLuyc/w==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,264,264,252,1242896,ANSWER WITH CROSS-CLAIM(S),Processed,07/11/2023,07/11/2023,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=/0MlYXcp7y2mIFFM_PLUS_m0B9Q==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=/0MlYXcp7y2mIFFM_PLUS_m0B9Q==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'NO9Uo2ileamoD7zOLuyc/w==' ORDER BY id;"
case_43857,190146/2023,NO9Uo2ileamoD7zOLuyc/w==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=NO9Uo2ileamoD7zOLuyc/w==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,264,264,252,1242899,ANSWER,Processed,07/13/2023,07/13/2023,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=mNLlwsK7kYPXVJ/X/TcTFA==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=mNLlwsK7kYPXVJ/X/TcTFA==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'NO9Uo2ileamoD7zOLuyc/w==' ORDER BY id;"
case_43857,190146/2023,NO9Uo2ileamoD7zOLuyc/w==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=NO9Uo2ileamoD7zOLuyc/w==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,264,264,252,1242904,ANSWER,Processed,07/19/2023,07/19/2023,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=JGsO1sR_PLUS__PLUS_OpAiN3k/kea_PLUS_A==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=JGsO1sR_PLUS__PLUS_OpAiN3k/kea_PLUS_A==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'NO9Uo2ileamoD7zOLuyc/w==' ORDER BY id;"
case_43857,190146/2023,NO9Uo2ileamoD7zOLuyc/w==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=NO9Uo2ileamoD7zOLuyc/w==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,264,264,252,1243003,PRE-TRIAL DOCUMENT(S),Processed,03/18/2024,03/18/2024,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=z/uEZsx5_PLUS_gpMgrlR_PLUS_/WDew==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=z/uEZsx5_PLUS_gpMgrlR_PLUS_/WDew==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'NO9Uo2ileamoD7zOLuyc/w==' ORDER BY id;"
case_43857,190146/2023,NO9Uo2ileamoD7zOLuyc/w==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=NO9Uo2ileamoD7zOLuyc/w==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,264,264,252,1243050,ORDER - OTHER (NON-MOTION),Processed,05/07/2024,05/07/2024,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=AOH81TXwElm4n6qsHPQ6yg==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=AOH81TXwElm4n6qsHPQ6yg==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'NO9Uo2ileamoD7zOLuyc/w==' ORDER BY id;"
case_43857,190146/2023,NO9Uo2ileamoD7zOLuyc/w==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=NO9Uo2ileamoD7zOLuyc/w==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,264,264,252,1243053,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,05/09/2024,05/09/2024,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=sBYVCiFbr/fPsyhNRlxH2g==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=sBYVCiFbr/fPsyhNRlxH2g==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'NO9Uo2ileamoD7zOLuyc/w==' ORDER BY id;"
case_43858,190186/2018,wjlNHmlXuDFiam3TQqoZiA==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=wjlNHmlXuDFiam3TQqoZiA==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,339,339,336,1243320,PRE-TRIAL DOCUMENT(S),Processed,06/28/2021,06/28/2021,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=jymBdBE/Cg9Y7tUQOkz9qw==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=jymBdBE/Cg9Y7tUQOkz9qw==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'wjlNHmlXuDFiam3TQqoZiA==' ORDER BY id;"
case_43858,190186/2018,wjlNHmlXuDFiam3TQqoZiA==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=wjlNHmlXuDFiam3TQqoZiA==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,339,339,336,1243323,ORDER - NO OPP SUMMARY JUDGMENT (PROPOSED),Processed,07/21/2021,07/21/2021,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=btMpW3bEu1eyobMKIv0ymQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=btMpW3bEu1eyobMKIv0ymQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'wjlNHmlXuDFiam3TQqoZiA==' ORDER BY id;"
case_43858,190186/2018,wjlNHmlXuDFiam3TQqoZiA==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=wjlNHmlXuDFiam3TQqoZiA==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,339,339,336,1243324,TRIAL DOCUMENTS,Processed,07/21/2021,07/21/2021,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=NjjEli83NWdKgQSFsGGoaA==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=NjjEli83NWdKgQSFsGGoaA==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'wjlNHmlXuDFiam3TQqoZiA==' ORDER BY id;"
case_43863,190455/2018,PKev/NBK/Yx9ieJe0MjGDg==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=PKev/NBK/Yx9ieJe0MjGDg==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,297,297,296,1244439,STATEMENT OF AUTHORIZATION FOR ELECTRONIC FILING,Processed,12/24/2018,12/24/2018,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=mtnyG8jS12oNoFfo6WtSSQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=mtnyG8jS12oNoFfo6WtSSQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'PKev/NBK/Yx9ieJe0MjGDg==' ORDER BY id;"
case_43866,26711/2020E,QgerSIqvIYJSm26gfcAPmw==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=QgerSIqvIYJSm26gfcAPmw==&display=all&courtType=Bronx County Supreme Court&resultsPageNum=1,5,5,4,1244738,NOTICE OF REMOVAL / REMAND (PRE RJI),Processed,09/15/2020,09/15/2020,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=kMuRI0wVv2pjxFre325e1Q==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=kMuRI0wVv2pjxFre325e1Q==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'QgerSIqvIYJSm26gfcAPmw==' ORDER BY id;"
case_43867,450724/2023,DJjc2/mJvnpI1wgXDLwMCQ==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=DJjc2/mJvnpI1wgXDLwMCQ==&display=all&courtType=New York County Supreme Court&resultsPageNum=1,2,2,1,1244739,SUMMONS + COMPLAINT,Processed,03/16/2023,03/16/2023,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=C327IdefFQz/C6rze58DTQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=C327IdefFQz/C6rze58DTQ==&Corrected=Y,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'DJjc2/mJvnpI1wgXDLwMCQ==' ORDER BY id;"
case_43868,601932/2020,LfZxushDcviL1u9dRozEMA==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=LfZxushDcviL1u9dRozEMA==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=1,4,4,2,1244741,SUMMONS + COMPLAINT,Processed,02/06/2020,02/06/2020,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=ykDTRt8_PLUS_0DgeoUhXllQJqQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=ykDTRt8_PLUS_0DgeoUhXllQJqQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'LfZxushDcviL1u9dRozEMA==' ORDER BY id;"
case_43868,601932/2020,LfZxushDcviL1u9dRozEMA==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=LfZxushDcviL1u9dRozEMA==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=1,4,4,2,1244744,STIPULATION - DISCONTINUANCE (PRE RJI),Processed,08/11/2021,08/11/2021,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=gcNEF9wpVjHPqTckCmPFqg==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=gcNEF9wpVjHPqTckCmPFqg==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'LfZxushDcviL1u9dRozEMA==' ORDER BY id;"
case_43871,605805/2022,_PLUS_K2hXBBKAwhmYlSESE5yrA==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=_PLUS_K2hXBBKAwhmYlSESE5yrA==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=1,224,224,216,1244750,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,05/06/2022,05/06/2022,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=fXs3NURWa/9C6F4eKmcSCA==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=fXs3NURWa/9C6F4eKmcSCA==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '_PLUS_K2hXBBKAwhmYlSESE5yrA==' ORDER BY id;"
case_43871,605805/2022,_PLUS_K2hXBBKAwhmYlSESE5yrA==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=_PLUS_K2hXBBKAwhmYlSESE5yrA==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=1,224,224,216,1244756,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,05/09/2022,05/09/2022,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=OYIfTQqWWVrYBa_PLUS_KNj1CFA==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=OYIfTQqWWVrYBa_PLUS_KNj1CFA==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '_PLUS_K2hXBBKAwhmYlSESE5yrA==' ORDER BY id;"
case_43871,605805/2022,_PLUS_K2hXBBKAwhmYlSESE5yrA==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=_PLUS_K2hXBBKAwhmYlSESE5yrA==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=1,224,224,216,1244758,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,05/09/2022,05/09/2022,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=JGN4Xi8sD_PLUS_9xg4MwLdiINw==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=JGN4Xi8sD_PLUS_9xg4MwLdiINw==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '_PLUS_K2hXBBKAwhmYlSESE5yrA==' ORDER BY id;"
case_43871,605805/2022,_PLUS_K2hXBBKAwhmYlSESE5yrA==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=_PLUS_K2hXBBKAwhmYlSESE5yrA==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=1,224,224,216,1244759,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,05/09/2022,05/09/2022,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=70nMdE1MzHzLMlGeX6_PLUS_4PQ==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=70nMdE1MzHzLMlGeX6_PLUS_4PQ==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '_PLUS_K2hXBBKAwhmYlSESE5yrA==' ORDER BY id;"
case_43871,605805/2022,_PLUS_K2hXBBKAwhmYlSESE5yrA==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=_PLUS_K2hXBBKAwhmYlSESE5yrA==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=1,224,224,216,1244771,AFFIRMATION/AFFIDAVIT OF SERVICE,Processed,05/12/2022,05/12/2022,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=9nB_PLUS_UtJdEAh7WAXAkyg11w==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=9nB_PLUS_UtJdEAh7WAXAkyg11w==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '_PLUS_K2hXBBKAwhmYlSESE5yrA==' ORDER BY id;"
case_43871,605805/2022,_PLUS_K2hXBBKAwhmYlSESE5yrA==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=_PLUS_K2hXBBKAwhmYlSESE5yrA==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=1,224,224,216,1244919,STIPULATION - PARTIAL DISCONTINUANCE (POST RJI),Processed,04/25/2024,04/25/2024,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=ndWoy5FXsxVKiksc0y0rjw==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=ndWoy5FXsxVKiksc0y0rjw==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '_PLUS_K2hXBBKAwhmYlSESE5yrA==' ORDER BY id;"
case_43871,605805/2022,_PLUS_K2hXBBKAwhmYlSESE5yrA==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=_PLUS_K2hXBBKAwhmYlSESE5yrA==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=1,224,224,216,1244924,LETTER / CORRESPONDENCE TO JUDGE,Processed,05/22/2024,05/22/2024,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=S01VA6wk5vChS9YpTOHbrg==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=S01VA6wk5vChS9YpTOHbrg==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '_PLUS_K2hXBBKAwhmYlSESE5yrA==' ORDER BY id;"
case_43871,605805/2022,_PLUS_K2hXBBKAwhmYlSESE5yrA==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=_PLUS_K2hXBBKAwhmYlSESE5yrA==&display=all&courtType=Nassau County Supreme Court&resultsPageNum=1,224,224,216,1244930,EXHIBIT(S),Processed,06/14/2024,06/14/2024,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=KUlbEIX7zxTU3Vxssj7CVA==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=KUlbEIX7zxTU3Vxssj7CVA==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = '_PLUS_K2hXBBKAwhmYlSESE5yrA==' ORDER BY id;"
case_43880,E2025-0046,H1wUGa0nuPEGduYtpNM4Gw==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=H1wUGa0nuPEGduYtpNM4Gw==&display=all&courtType=Cayuga County Supreme Court&resultsPageNum=2,493,493,491,1245882,STIPULATION - PARTIAL DISCONTINUANCE (POST RJI),,05/08/2026,05/08/2026,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=3MqCOE1eutbC6SyW4KUJRw==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=3MqCOE1eutbC6SyW4KUJRw==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'H1wUGa0nuPEGduYtpNM4Gw==' ORDER BY id;"
case_43880,E2025-0046,H1wUGa0nuPEGduYtpNM4Gw==,https://iapps.courts.state.ny.us/nyscef/DocumentList?docketId=H1wUGa0nuPEGduYtpNM4Gw==&display=all&courtType=Cayuga County Supreme Court&resultsPageNum=2,493,493,491,1245883,ORDER - DISMISSAL,Processed,05/14/2026,05/13/2026,https://iapps.courts.state.ny.us/nyscef/ViewDocument?docIndex=nO/XOGOdOz2XC1jGifE_PLUS_Qg==,https://iapps.courts.state.ny.us/nyscef/ConfirmationNotice?docId=nO/XOGOdOz2XC1jGifE_PLUS_Qg==,"SELECT id, document_name, document_status, filed_create, document_link, document_bucket_link, document_confirmation_link, document_confirmation_bucket_link FROM courts_final.ny_docket_documents WHERE docket_id = 'H1wUGa0nuPEGduYtpNM4Gw==' ORDER BY id;"
